,Date / Time,City,State,Shape
455,2016-11-11 05:30:00,Gilcrest                            ,CO    ,Teardrop  
456,2016-11-11 00:23:00,Lamont                              ,CA    ,Oval      
458,2016-10-11 23:30:00,Watervliet                          ,NY    ,Light     
459,2016-10-11 23:00:00,Oceanside                           ,CA    ,Light     
460,2016-10-11 21:53:00,Eldora                              ,IA    ,Light     
461,2016-10-11 21:53:00,Eldora                              ,IA    ,Light     
462,2016-10-11 21:43:00,Colby                               ,WI    ,Teardrop  
463,2016-10-11 21:00:00,Lake Tansi                          ,TN    ,Light     
465,2016-10-11 20:40:00,Virginia Beach                      ,VA    ,Disk      
466,2016-10-11 20:15:00,Lemon Grove                         ,CA    ,Light     
467,2016-10-11 19:45:00,Indianapolis                        ,IN    ,Sphere    
468,2016-10-11 19:35:00,Colorado Springs                    ,CO    ,Light     
469,2016-10-11 19:30:00,Indianapolis                        ,IN    ,Light     
470,2016-10-11 19:17:00,Glendale                            ,AZ    ,Light     
471,2016-10-11 19:15:00,Glendale                            ,AZ    ,Light     
472,2016-10-11 19:15:00,Phoenix                             ,AZ    ,Formation 
473,2016-10-11 19:00:00,Glendale                            ,AZ    ,Formation 
474,2016-10-11 19:00:00,Phoenix                             ,AZ    ,Circle    
475,2016-10-11 18:40:00,Euless                              ,TX    ,Circle    
476,2016-10-11 18:00:00,San Jose                            ,CA    ,Formation 
477,2016-10-11 18:00:00,Washington                          ,PA    ,Light     
478,2016-10-11 17:45:00,Arlington                           ,WA    ,Light     
479,2016-10-11 17:30:00,Vienna                              ,OH    ,Light     
480,2016-10-11 17:20:00,Lester Prairie                      ,MN    ,Sphere    
481,2016-10-11 16:28:00,Irma                                ,WI    ,Cigar     
482,2016-10-11 15:30:00,Glendale                            ,AZ    ,Other     
483,2016-10-11 13:38:00,Alexandria                          ,VA    ,Formation 
486,2016-10-11 00:00:00,La Habra                            ,CA    ,Light     
487,2016-09-11 23:58:00,Albemarle                           ,NC    ,Cylinder  
488,2016-09-11 23:00:00,Madison                             ,SD    ,Light     
489,2016-09-11 21:30:00,Spokane                             ,WA    ,Triangle  
490,2016-09-11 21:30:00,San Rafael                          ,CA    ,Circle    
491,2016-09-11 21:00:00,Chicago                             ,IL    ,Circle    
492,2016-09-11 21:00:00,Kirkland                            ,WA    ,Light     
493,2016-09-11 18:30:00,Summerville                         ,SC    ,Triangle  
496,2016-09-11 18:00:00,Helena                              ,MT    ,Triangle  
497,2016-09-11 17:12:00,Portage                             ,IN    ,Other     
498,2016-09-11 17:00:00,Leominster                          ,MA    ,Disk      
501,2016-09-11 16:35:00,Silverton                           ,OR    ,Disk      
502,2016-09-11 13:55:00,Findlay                             ,OH    ,Circle    
503,2016-09-11 12:15:00,Independence                        ,MO    ,Diamond   
504,2016-09-11 12:15:00,Independence                        ,MO    ,Diamond   
505,2016-09-11 05:15:00,Mountain View                       ,MO    ,Fireball  
506,2016-09-11 03:40:00,Wheat Ridge                         ,CO    ,Light     
507,2016-08-11 23:11:00,San Antonio                         ,FL    ,Triangle  
508,2016-08-11 22:57:00,Wilmington                          ,NC    ,Fireball  
509,2016-08-11 22:00:00,Hanford                             ,CA    ,Light     
510,2016-08-11 21:50:00,Garden City                         ,ID    ,Other     
513,2016-08-11 20:00:00,Tulsa                               ,OK    ,Other     
514,2016-08-11 20:00:00,Silver Spring                       ,MD    ,Light     
515,2016-08-11 00:05:00,Walla Walla                         ,WA    ,Triangle  
516,2016-08-11 00:00:00,Redmond                             ,WA    ,Chevron   
518,2016-07-11 21:15:00,Boise                               ,ID    ,Light     
519,2016-07-11 21:15:00,Gordonsville                        ,TN    ,Circle    
520,2016-07-11 20:20:00,Moon                                ,PA    ,Triangle  
521,2016-07-11 19:45:00,Reinholds                           ,PA    ,Sphere    
522,2016-07-11 19:05:00,Reno                                ,NV    ,Circle    
523,2016-07-11 19:00:00,Oregon House                        ,CA    ,Circle    
524,2016-07-11 18:55:00,Snohomish                           ,WA    ,Triangle  
525,2016-07-11 18:20:00,Fargo                               ,ND    ,Triangle  
526,2016-07-11 17:50:00,Reseda                              ,CA    ,Chevron   
527,2016-07-11 17:49:00,Porter Ranch                        ,CA    ,Triangle  
529,2016-07-11 17:00:00,McCordsville                        ,IN    ,Oval      
530,2016-07-11 16:00:00,Lidgerwood                          ,ND    ,Circle    
531,2016-07-11 13:30:00,Staten Island                       ,NY    ,Egg       
532,2016-07-11 10:30:00,Portland                            ,OR    ,Other     
533,2016-07-11 07:30:00,Lidgerwood                          ,ND    ,Circle    
534,2016-07-11 06:03:00,Creston                             ,IA    ,Sphere    
536,2016-06-11 21:20:00,Dripping Springs                    ,TX    ,Light     
537,2016-06-11 21:15:00,Colorado Springs                    ,CO    ,Triangle  
538,2016-06-11 20:35:00,Villa Park                          ,IL    ,Circle    
539,2016-06-11 20:15:00,Las Vegas                           ,NV    ,Circle    
540,2016-06-11 20:12:00,Palmyra                             ,MO    ,Light     
541,2016-06-11 20:03:00,Hoschton                            ,GA    ,Light     
543,2016-06-11 18:30:00,Delco                               ,NC    ,Other     
544,2016-06-11 18:15:00,Osceola                             ,IA    ,Flash     
545,2016-06-11 14:00:00,Mequon                              ,WI    ,Changing  
546,2016-06-11 11:10:00,Bethany Beach                       ,DE    ,Cone      
547,2016-06-11 05:00:00,Rosamond                            ,CA    ,Circle    
550,2016-06-11 02:15:00,Sanford                             ,NC    ,Light     
551,2016-06-11 01:00:00,Palmyra                             ,WI    ,Sphere    
552,2016-06-11 00:30:00,Avondale                            ,AZ    ,Light     
553,2016-05-11 23:30:00,Stevensville                        ,MI    ,Light     
554,2016-05-11 23:20:00,Patterson                           ,LA    ,Triangle  
555,2016-05-11 23:15:00,Titusville                          ,FL    ,Circle    
556,2016-05-11 22:35:00,Scottsdale                          ,AZ    ,Fireball  
557,2016-05-11 21:45:00,Ithaca                              ,NY    ,Light     
558,2016-05-11 21:30:00,Rochester                           ,NY    ,Fireball  
559,2016-05-11 20:45:00,Barboursville                       ,WV    ,Formation 
560,2016-05-11 20:30:00,Jonesborough                        ,TN    ,Circle    
561,2016-05-11 20:15:00,Goldhill                            ,NC    ,Oval      
562,2016-05-11 19:35:00,Charlestown                         ,RI    ,Light     
564,2016-05-11 18:45:00,Derry                               ,NH    ,Formation 
565,2016-05-11 18:20:00,Fairbanks                           ,AK    ,Light     
566,2016-05-11 18:10:00,Bethesda                            ,MD    ,Fireball  
567,2016-05-11 18:00:00,Hampstead                           ,MD    ,Fireball  
568,2016-05-11 17:53:00,West Orange                         ,NJ    ,Fireball  
569,2016-05-11 17:15:00,Philadelphia                        ,PA    ,Other     
570,2016-05-11 17:00:00,Elkton                              ,MD    ,Light     
571,2016-05-11 15:45:00,Burlington                          ,WI    ,Light     
572,2016-05-11 11:56:00,Sioux Falls                         ,SD    ,Oval      
573,2016-05-11 06:45:00,Sweetwater                          ,AZ    ,Other     
574,2016-05-11 06:38:00,Manchester                          ,NH    ,Formation 
576,2016-05-11 00:15:00,Holland                             ,NY    ,Sphere    
577,2016-04-11 23:00:00,Johns Island                        ,SC    ,Triangle  
578,2016-04-11 23:00:00,Rochelle                            ,IL    ,Chevron   
579,2016-04-11 23:00:00,Redbank                             ,NJ    ,Formation 
580,2016-04-11 22:25:00,Santa Rosa                          ,CA    ,Cigar     
581,2016-04-11 22:20:00,Centerville                         ,UT    ,Oval      
582,2016-04-11 19:38:00,Sarles                              ,ND    ,Fireball  
583,2016-04-11 19:22:00,Columbus                            ,OH    ,Other     
584,2016-04-11 19:05:00,Alvin                               ,TX    ,Circle    
585,2016-04-11 19:00:00,Houston                             ,TX    ,Formation 
586,2016-04-11 18:00:00,Augusta                             ,ME    ,Light     
587,2016-04-11 18:00:00,Elizabeth                           ,KY    ,Circle    
588,2016-04-11 18:00:00,Marianna                            ,PA    ,Other     
589,2016-04-11 17:00:00,Boston                              ,MA    ,Diamond   
591,2016-04-11 16:00:00,Sheffield                           ,MA    ,Other     
593,2016-04-11 07:15:00,Woodstock                           ,GA    ,Light     
595,2016-04-11 05:15:00,Lansing                             ,MI    ,Formation 
596,2016-04-11 05:00:00,Pollock Pines                       ,CA    ,Light     
597,2016-04-11 04:00:00,Billings                            ,MT    ,Formation 
598,2016-04-11 02:17:00,Hollywood                           ,CA    ,Chevron   
600,2016-04-11 01:00:00,Tempe                               ,AZ    ,Light     
601,2016-04-11 00:00:00,Ellsworth                           ,WI    ,Sphere    
602,2016-03-11 23:00:00,Park City                           ,UT    ,Disk      
604,2016-03-11 19:30:00,Hailey                              ,ID    ,Fireball  
605,2016-03-11 19:00:00,Helena                              ,MT    ,Circle    
606,2016-03-11 17:10:00,Charlotte                           ,NC    ,Light     
608,2016-03-11 07:45:00,Corolla                             ,NC    ,Disk      
609,2016-03-11 07:30:00,Mt. Pleasant                        ,NC    ,Oval      
610,2016-03-11 05:50:00,Newton                              ,MA    ,Light     
611,2016-03-11 02:00:00,Pawnee County                       ,NE    ,Circle    
612,2016-02-11 23:00:00,Huntsville                          ,AL    ,Cigar     
613,2016-02-11 20:42:00,Congress                            ,AZ    ,Light     
614,2016-02-11 20:11:00,Falcon                              ,CO    ,Flash     
615,2016-02-11 20:00:00,Junction City                       ,OH    ,Sphere    
616,2016-02-11 19:30:00,Point Pleasant                      ,WV    ,Circle    
617,2016-02-11 19:00:00,Canton                              ,OH    ,Circle    
618,2016-02-11 17:35:00,Wantagh                             ,NY    ,Circle    
619,2016-01-11 22:15:00,Robstown                            ,TX    ,Circle    
620,2016-01-11 22:00:00,Eureka                              ,CA    ,Triangle  
621,2016-01-11 20:30:00,Centerton                           ,AR    ,Flash     
622,2016-01-11 20:25:00,Tarentum                            ,PA    ,Fireball  
623,2016-01-11 20:20:00,Hackensack                          ,NJ    ,Light     
624,2016-01-11 20:20:00,Miller Place                        ,NY    ,Other     
626,2016-01-11 20:05:00,Circleville                         ,OH    ,Other     
627,2016-01-11 20:05:00,Ashburn                             ,VA    ,Formation 
628,2016-01-11 19:30:00,Harrisburg                          ,PA    ,Triangle  
629,2016-01-11 18:30:00,Ft. Lauderdale                      ,FL    ,Light     
630,2016-01-11 18:30:00,Phil Campbell                       ,AL    ,Light     
631,2016-01-11 18:00:00,Hemet                               ,CA    ,Light     
632,2016-01-11 17:49:00,Fairhaven                           ,MA    ,Diamond   
633,2016-01-11 17:00:00,Gilroy                              ,CA    ,Changing  
634,2016-01-11 09:40:00,Bensalem                            ,PA    ,Oval      
635,2016-01-11 05:00:00,Albany                              ,NY    ,Light     
636,2016-01-11 00:01:00,Houston                             ,TX    ,Circle    
637,2016-10-31 23:00:00,Mastic Beach                        ,NY    ,Oval      
638,2016-10-31 22:35:00,Charlottesville                     ,VA    ,Light     
640,2016-10-31 19:30:00,Gretna                              ,NE    ,Light     
641,2016-10-31 17:30:00,Thomasville                         ,GA    ,Other     
